"Geneid"	"Phase1.IR1.1009.POOL.0003202425.5104.SL.0095"	"Phase1.IR1.1009.POOL.0003202427.5104.SL.0287"	".Phase1.IR1.1009.POOL.0003202429.5104.SL.0479"
"ENSG00000261250.1"	1	2	1
"ENSG00000116218.8"	4	1	2
"ENSG00000251875.1"	1	0	2
"ENSG00000227141.2"	4	3	2
"ENSG00000261060.1"	2	0	0
"ENSG00000162782.11"	10	10	7
"ENSG00000221547.1"	0	0	0
"ENSG00000243062.1"	1	5	1
"ENSG00000143340.6"	11	8	4
"ENSG00000229407.1"	4	1	4
"ENSG00000231966.1"	11	7	7
"ENSG00000169905.8"	4750	2907	4218
"ENSG00000258664.1"	0	0	0
"ENSG00000272906.1"	207	137	163
"ENSG00000143337.14"	4157	2613	3747
"ENSG00000264916.1"	46	30	48
"ENSG00000261831.2"	1	0	3
"ENSG00000260360.1"	10	4	13
"ENSG00000135837.11"	8536	5530	7672
"ENSG00000235145.2"	238	83	136
"ENSG00000223450.1"	0	1	0
"ENSG00000261817.1"	2	0	1
"ENSG00000116260.12"	1895	458	824
"ENSG00000121454.4"	4	16	19
"ENSG00000230124.2"	694	305	449
"ENSG00000135847.5"	966	657	962
"ENSG00000235060.1"	1	1	1
"ENSG00000265435.1"	7	2	6
"ENSG00000206905.1"	0	0	0
"ENSG00000266683.1"	0	0	1
"ENSG00000236719.2"	6	3	1
"ENSG00000143324.9"	1839	1267	1794
"ENSG00000272292.1"	12	4	11
"ENSG00000266825.1"	0	0	0
"ENSG00000225857.1"	7	5	6
"ENSG00000135835.6"	25	17	26
"ENSG00000243155.1"	58	34	29
"ENSG00000232586.1"	87	24	36
"ENSG00000251520.1"	3	0	0
"ENSG00000270711.1"	0	0	0
"ENSG00000234237.2"	2	0	0
"ENSG00000135823.9"	3046	1968	2753
"ENSG00000153029.10"	2756	1603	2353
"ENSG00000162783.8"	2044	1282	1840
"ENSG00000272198.1"	195	121	176
"ENSG00000237292.1"	11	6	10
"ENSG00000225359.1"	0	0	0
"ENSG00000179452.2"	1	4	1
"ENSG00000198216.6"	582	320	427
"ENSG00000252977.1"	1	0	0
"ENSG00000272880.1"	0	0	0
"ENSG00000222397.1"	0	0	0
"ENSG00000179930.5"	9	4	6
"ENSG00000224810.1"	2	3	1
"ENSG00000225982.1"	4	2	0
"ENSG00000232309.1"	0	0	1
"ENSG00000228918.3"	4	11	10
"ENSG00000232096.1"	0	0	0
"ENSG00000206764.1"	0	0	0
"ENSG00000228664.1"	0	0	0
"ENSG00000231684.2"	0	0	2
"ENSG00000135821.12"	33086	22950	33299
"ENSG00000203730.2"	5	2	2
"ENSG00000203729.4"	27	15	17
"ENSG00000270443.1"	0	0	0
"ENSG00000233537.1"	2	2	4
"ENSG00000121446.13"	9	9	12
"ENSG00000135828.7"	3250	2437	3234
"ENSG00000143333.6"	24	9	11
"ENSG00000261504.1"	9	7	3
"ENSG00000261185.1"	1	2	1
"ENSG00000135824.8"	6	7	1
"ENSG00000227181.1"	0	0	0
"ENSG00000271269.1"	0	2	0
"ENSG00000264809.1"	0	0	1
"ENSG00000135838.9"	7212	3689	5375
"ENSG00000135829.12"	6022	3712	5181
"ENSG00000157060.10"	4	7	4
"ENSG00000224040.1"	3	8	1
"ENSG00000199837.1"	1	0	0
"ENSG00000226570.2"	0	0	1
"ENSG00000176855.11"	1	0	0
"ENSG00000264768.1"	0	0	0
"ENSG00000207472.1"	3	1	0
"ENSG00000135862.5"	182	113	168
"ENSG00000224468.3"	0	1	0
"ENSG00000058085.10"	6	7	7
"ENSG00000157064.6"	16	6	12
"ENSG00000233562.1"	1	1	3
"ENSG00000232860.3"	23	4	19
"ENSG00000116698.16"	3027	1570	2436
"ENSG00000265042.1"	5	1	5
"ENSG00000116701.10"	32546	20430	27812
"ENSG00000270009.1"	78	47	72
"ENSG00000162704.11"	16444	14676	19284
"ENSG00000143344.11"	210	108	154
"ENSG00000173627.6"	2	2	1
"ENSG00000270994.1"	2	0	0
"ENSG00000227554.1"	0	0	1
"ENSG00000198756.6"	188	100	155
"ENSG00000198860.7"	842	608	805
"ENSG00000199840.1"	0	0	0
"ENSG00000207080.2"	0	2	0
"ENSG00000231791.1"	0	2	0
"ENSG00000244568.2"	0	0	0
"ENSG00000271387.1"	5	3	5
"ENSG00000116667.8"	892	584	908
"ENSG00000230470.1"	68	47	49
"ENSG00000232036.2"	65	43	62
"ENSG00000252790.1"	0	0	0
"ENSG00000116406.14"	5338	3717	5041
"ENSG00000135842.12"	29648	18032	26267
"ENSG00000252222.1"	135	97	122
"ENSG00000260976.1"	0	1	1
"ENSG00000201312.1"	0	0	0
"ENSG00000121481.6"	911	652	799
"ENSG00000232792.2"	0	2	0
"ENSG00000121486.7"	1477	635	884
"ENSG00000116668.8"	837	652	842
"ENSG00000231084.2"	1	1	1
"ENSG00000213051.3"	1	2	2
"ENSG00000201421.1"	9	5	2
"ENSG00000206640.1"	0	1	0
"ENSG00000233583.1"	0	3	0
"ENSG00000252612.1"	8	4	3
"ENSG00000238061.2"	58	42	49
"ENSG00000116679.11"	10273	6290	8545
"ENSG00000273004.1"	39	30	34
"ENSG00000261024.2"	4	3	0
"ENSG00000252407.1"	1	0	2
"ENSG00000270920.1"	4	0	3
"ENSG00000228309.2"	0	2	3
"ENSG00000207108.1"	0	0	0
"ENSG00000201596.1"	0	0	0
"ENSG00000261729.1"	2	3	2
"ENSG00000143341.7"	59	47	64
"ENSG00000224691.1"	0	0	0
"ENSG00000116690.7"	7	5	17
"ENSG00000047410.9"	9817	6640	8756
"ENSG00000202025.1"	0	0	0
"ENSG00000157181.10"	998	647	916
"ENSG00000268662.1"	0	1	0
"ENSG00000262180.1"	102	32	45
"ENSG00000116703.12"	2	0	1
"ENSG00000229739.1"	19	16	18
"ENSG00000273198.1"	2	1	3
"ENSG00000228238.1"	2	3	6
"ENSG00000233196.2"	1	0	1
"ENSG00000073756.7"	2232	1253	1588
"ENSG00000273129.1"	57	26	42
"ENSG00000116711.8"	346	262	334
"ENSG00000236030.1"	36	22	37
"ENSG00000231599.1"	8	10	11
"ENSG00000272827.1"	3	3	2
"ENSG00000271558.1"	0	0	0
"ENSG00000228012.1"	0	0	0
"ENSG00000225462.1"	1	0	0
"ENSG00000230426.1"	1	0	1
"ENSG00000236401.1"	1	6	1
"ENSG00000223847.1"	0	0	1
"ENSG00000150732.8"	0	0	0
"ENSG00000222240.1"	0	0	0
"ENSG00000261182.1"	0	2	0
"ENSG00000224278.1"	0	0	0
"ENSG00000225006.1"	0	1	2
"ENSG00000235083.1"	0	0	0
"ENSG00000231022.1"	0	3	0
"ENSG00000237283.1"	0	0	0
"ENSG00000238054.1"	0	0	0
"ENSG00000226486.1"	0	0	0
"ENSG00000271036.1"	0	0	0
"ENSG00000226196.1"	0	0	0
"ENSG00000252553.1"	0	0	0
"ENSG00000232212.1"	0	1	0
"ENSG00000238270.1"	0	0	1
"ENSG00000230987.2"	2	0	2
"ENSG00000162670.8"	2	3	3
"ENSG00000225811.1"	0	0	2
"ENSG00000237457.2"	1	0	1
"ENSG00000241505.1"	1	2	0
"ENSG00000231175.1"	0	0	2
"ENSG00000236025.1"	0	0	0
"ENSG00000238108.1"	4	1	1
"ENSG00000228020.2"	1	1	1
"ENSG00000261642.1"	2	3	2
"ENSG00000271187.1"	0	1	0
"ENSG00000233882.2"	0	2	2
"ENSG00000223344.1"	0	0	0
"ENSG00000228215.2"	2	3	2
"ENSG00000150681.5"	5380	3587	4777
"ENSG00000226723.2"	1	2	1
"ENSG00000236792.1"	0	0	2
"ENSG00000253148.1"	1	0	0
"ENSG00000221145.1"	0	0	1
"ENSG00000232498.1"	10	3	1
"ENSG00000236069.1"	1	3	2
"ENSG00000090104.7"	58	51	61
"ENSG00000127074.10"	8	12	10
"ENSG00000231767.2"	5	12	2
"ENSG00000228687.1"	1	1	2
"ENSG00000226814.2"	0	1	1
"ENSG00000116741.6"	15733	12031	17556
"ENSG00000223075.1"	16	3	13
"ENSG00000234871.1"	22	8	19
"ENSG00000234473.1"	119	50	89
"ENSG00000116750.9"	1790	1021	1388
"ENSG00000238754.1"	17	20	16
"ENSG00000116747.8"	4949	3579	4814
"ENSG00000272579.1"	66	45	65
"ENSG00000023572.4"	205	167	195
"ENSG00000134371.9"	3778	2041	2788
"ENSG00000221680.1"	15	11	20
"ENSG00000162630.5"	60	51	71
"ENSG00000232077.1"	12	5	11
"ENSG00000226640.2"	29	15	19
"ENSG00000237011.1"	1	0	0
"ENSG00000252241.1"	0	0	0
"ENSG00000237213.2"	1	1	0
"ENSG00000227240.1"	16	8	9
"ENSG00000233057.1"	12	13	20
"ENSG00000231714.1"	0	1	0
"ENSG00000251813.1"	0	0	0
"ENSG00000228167.1"	0	1	0
"ENSG00000265108.1"	0	0	0
"ENSG00000227421.1"	3	4	1
"ENSG00000162687.12"	12	10	12
"ENSG00000265986.1"	0	0	0
"ENSG00000000971.11"	304	242	270
"ENSG00000116785.9"	1	0	2
"ENSG00000244414.2"	0	3	2
"ENSG00000080910.7"	1	1	2
"ENSG00000134365.8"	1	4	2
"ENSG00000134389.8"	4	0	1
"ENSG00000143278.3"	2	1	1
"ENSG00000066279.12"	164	142	165
"ENSG00000235748.1"	4	3	1
"ENSG00000177888.7"	1102	877	988
"ENSG00000134376.10"	31	28	34
"ENSG00000237861.1"	26	15	29
"ENSG00000221879.3"	2	1	2
"ENSG00000230260.1"	1	0	1
"ENSG00000213047.7"	2292	1717	2125
"ENSG00000207139.1"	18	9	13
"ENSG00000213046.4"	2	2	4
"ENSG00000235582.2"	0	0	0
"ENSG00000233040.2"	53	34	54
"ENSG00000224901.1"	0	0	0
"ENSG00000203724.6"	9	4	4
"ENSG00000143355.11"	12	8	17
"ENSG00000151414.10"	6760	4739	6045
"ENSG00000232824.1"	0	3	0
"ENSG00000151418.7"	0	1	1
"ENSG00000223881.1"	5	6	14
"ENSG00000081237.14"	83070	56140	75774
"ENSG00000261573.1"	3	2	7
"ENSG00000236278.2"	2	3	3
"ENSG00000229989.3"	384	195	295
"ENSG00000207975.1"	14	18	15
"ENSG00000207759.1"	6	7	13
"ENSG00000227747.2"	1	4	2
"ENSG00000225172.1"	0	0	0
"ENSG00000233410.1"	4	3	3
"ENSG00000235492.1"	0	0	1
"ENSG00000231718.1"	0	1	1
"ENSG00000239006.1"	1	0	0
"ENSG00000228190.2"	2	0	0
"ENSG00000236468.1"	2	2	0
"ENSG00000263805.1"	0	0	1
"ENSG00000231984.1"	1	2	1
"ENSG00000228530.1"	1	0	0
"ENSG00000200139.1"	2	0	0
"ENSG00000229747.1"	0	0	0
"ENSG00000202491.1"	1	1	1
"ENSG00000202329.1"	0	0	0
"ENSG00000116833.9"	9	8	10
"ENSG00000252860.1"	0	1	0
"ENSG00000221403.1"	1	0	0
"ENSG00000229220.1"	1	6	2
"ENSG00000233827.1"	0	1	0
"ENSG00000273093.1"	16	6	5
"ENSG00000213045.3"	1	1	3
"ENSG00000203721.1"	194	98	150
"ENSG00000162702.7"	2780	1819	2448
"ENSG00000230623.2"	0	0	1
"ENSG00000118193.7"	98	81	113
"ENSG00000118197.9"	1182	661	898
"ENSG00000260088.1"	2	7	15
"ENSG00000118200.10"	248	173	226
"ENSG00000231333.2"	1	2	5
"ENSG00000170128.2"	26	16	23
"ENSG00000163362.6"	11	7	12
"ENSG00000233217.1"	12	5	9
"ENSG00000201032.1"	0	0	0
"ENSG00000116852.10"	7086	1906	2734
"ENSG00000229191.1"	39	28	38
"ENSG00000234132.1"	4	1	0
"ENSG00000081248.6"	13	12	23
"ENSG00000232237.2"	2	5	7
"ENSG00000116857.12"	351	203	340
"ENSG00000163395.12"	25	44	38
"ENSG00000229821.1"	0	2	0
"ENSG00000081277.7"	13	8	17
"ENSG00000118194.14"	11	13	11
"ENSG00000159166.9"	7	10	5
"ENSG00000159173.14"	8	14	11
"ENSG00000227048.2"	1	1	0
"ENSG00000224818.1"	1	1	0
"ENSG00000174307.5"	18	14	20
"ENSG00000159176.9"	1459	611	1003
"ENSG00000224536.1"	78	40	58
"ENSG00000223396.2"	141	47	82
"ENSG00000242150.2"	0	0	0
"ENSG00000269690.1"	10	3	6
"ENSG00000134369.11"	260	148	240
"ENSG00000236390.1"	3	0	0
"ENSG00000231871.1"	35	9	4
"ENSG00000264802.1"	0	0	0
"ENSG00000235121.1"	3	2	0
"ENSG00000200942.1"	0	0	1
"ENSG00000221028.1"	0	0	0
"ENSG00000198700.5"	2454	1334	1905
"ENSG00000198892.6"	134	79	155
"ENSG00000223774.1"	2	4	3
"ENSG00000163431.11"	31	19	38
"ENSG00000134375.6"	598	489	663
"ENSG00000206637.1"	0	0	0
"ENSG00000238003.1"	0	2	0
"ENSG00000176393.6"	1645	629	1032
"ENSG00000273478.1"	0	1	1
"ENSG00000234678.1"	4	2	4
"ENSG00000163435.11"	54	30	35
"ENSG00000249007.1"	0	0	0
"ENSG00000232296.1"	0	1	0
"ENSG00000235811.1"	0	0	0
"ENSG00000227109.1"	0	0	0
"ENSG00000170075.8"	10	9	13
"ENSG00000143862.3"	876	352	505
"ENSG00000143851.11"	1568	421	609
"ENSG00000243323.1"	67	27	44
"ENSG00000133067.13"	279	73	119
"ENSG00000238571.1"	1	0	0
"ENSG00000239046.1"	0	0	1
"ENSG00000077152.5"	45	33	43
"ENSG00000077157.16"	8204	4337	6892
"ENSG00000229120.2"	0	3	2
"ENSG00000272262.1"	1	0	1
"ENSG00000232626.3"	44	36	31
"ENSG00000236439.3"	2	2	3
"ENSG00000253042.1"	0	1	0
"ENSG00000143858.7"	15	13	8
"ENSG00000226862.1"	39	12	28
"ENSG00000225620.1"	1	3	1
"ENSG00000117139.12"	2802	1304	1866
"ENSG00000235449.2"	44	23	33
"ENSG00000226148.1"	1	0	0
"ENSG00000260021.1"	3	4	4
"ENSG00000228288.2"	5	2	4
"ENSG00000184774.6"	2	4	3
"ENSG00000214796.4"	8	10	8
"ENSG00000234996.3"	1	2	0
"ENSG00000243113.1"	0	0	0
"ENSG00000183155.4"	563	348	548
"ENSG00000117153.11"	1482	1127	1522
"ENSG00000230280.2"	0	0	3
"ENSG00000199471.1"	29	17	22
"ENSG00000159346.8"	32283	23354	35280
"ENSG00000159348.8"	918	640	961
"ENSG00000234761.1"	2	1	0
"ENSG00000231547.1"	1	0	0
"ENSG00000163444.7"	2172	1685	2413
"ENSG00000143847.11"	143	67	75
"ENSG00000122180.4"	4	3	3
"ENSG00000163485.11"	26	18	16
"ENSG00000234775.1"	0	0	0
"ENSG00000224671.1"	0	2	1
"ENSG00000133055.4"	63	11	27
"ENSG00000133048.8"	4175	1689	2866
"ENSG00000133063.11"	309	177	205
"ENSG00000236523.2"	2	1	1
"ENSG00000231507.1"	23	20	23
"ENSG00000233791.1"	90	86	118
"ENSG00000159388.5"	6105	1347	2140
"ENSG00000202300.1"	0	2	0
"ENSG00000122176.10"	45	22	34
"ENSG00000229652.1"	1	0	1
"ENSG00000271588.1"	0	0	0
"ENSG00000188783.5"	5	6	4
"ENSG00000188770.5"	2	2	4
"ENSG00000058668.10"	6598	3110	4866
"ENSG00000236035.2"	1	1	0
"ENSG00000221643.1"	37	35	42
"ENSG00000122188.8"	1142	524	821
"ENSG00000058673.11"	10184	6518	9225
"ENSG00000257315.1"	1893	1341	1900
"ENSG00000227417.3"	1	3	2
"ENSG00000223505.2"	0	1	0
"ENSG00000182004.8"	343	295	389
"ENSG00000236430.1"	0	0	0
"ENSG00000232917.4"	0	1	0
"ENSG00000237379.1"	6	1	6
"ENSG00000211554.2"	0	0	0
"ENSG00000176754.8"	5	6	2
"ENSG00000143842.10"	242	83	106
"ENSG00000261065.1"	2	2	1
"ENSG00000143845.10"	37	8	23
"ENSG00000230550.1"	1	1	1
"ENSG00000143839.12"	6	3	3
"ENSG00000225522.2"	1	1	0
"ENSG00000170498.7"	5	2	2
"ENSG00000174567.7"	4	2	7
"ENSG00000143850.8"	45	19	37
"ENSG00000231691.1"	1	3	0
"ENSG00000219133.2"	4	0	0
"ENSG00000226330.1"	1	0	1
"ENSG00000237848.1"	0	1	0
"ENSG00000158615.8"	6808	4058	5597
"ENSG00000133056.9"	1001	335	475
"ENSG00000198625.8"	14891	8782	12981
"ENSG00000236779.1"	0	2	1
"ENSG00000200408.1"	0	1	4
"ENSG00000240710.1"	216	74	107
"ENSG00000170382.7"	21	19	13
"ENSG00000240219.1"	125	38	104
"ENSG00000252731.1"	0	1	0
"ENSG00000228153.1"	1	1	0
"ENSG00000252650.1"	0	0	0
"ENSG00000251861.1"	0	1	1
"ENSG00000163531.11"	28	32	37
"ENSG00000252946.1"	0	0	0
"ENSG00000229657.2"	1	0	0
"ENSG00000184144.5"	13	9	18
"ENSG00000251696.1"	0	0	0
"ENSG00000174529.6"	198	117	187
"ENSG00000117222.9"	2171	1328	1955
"ENSG00000271580.1"	0	0	1
"ENSG00000236108.1"	2	1	0
"ENSG00000133059.12"	1935	1357	1698
"ENSG00000213041.4"	0	1	0
"ENSG00000133069.10"	1305	357	618
"ENSG00000225063.1"	0	0	0
"ENSG00000163545.7"	3973	1312	2072
"ENSG00000162873.10"	39	14	47
"ENSG00000235363.1"	1	0	0
"ENSG00000226235.1"	3	0	1
"ENSG00000186007.5"	6	2	5
"ENSG00000199059.1"	2	0	1
"ENSG00000224717.1"	6	6	14
"ENSG00000117266.11"	48	26	22
"ENSG00000253097.1"	0	0	0
"ENSG00000174514.8"	39	32	34
"ENSG00000206762.1"	5	0	1
"ENSG00000158711.9"	5467	3178	4669
"ENSG00000236942.1"	3	3	0
"ENSG00000158715.5"	380	146	223
"ENSG00000069275.12"	4102	3126	4205
"ENSG00000268313.1"	0	2	3
"ENSG00000201944.1"	47	20	24
"ENSG00000117280.8"	2087	1267	1982
"ENSG00000133065.6"	522	134	172
"ENSG00000162877.8"	20	19	25
"ENSG00000174502.14"	6	8	13
"ENSG00000227687.1"	0	2	0
"ENSG00000229874.2"	280	111	202
"ENSG00000196550.6"	39	20	32
"ENSG00000236889.1"	0	1	3
"ENSG00000225483.1"	1	0	1
"ENSG00000226780.1"	0	6	3
"ENSG00000198049.5"	7	2	3
"ENSG00000196533.6"	201	109	151
"ENSG00000252692.1"	1	3	1
"ENSG00000240754.1"	102	52	104
"ENSG00000196188.6"	70	44	74
"ENSG00000229509.1"	0	1	1
"ENSG00000163486.8"	1753	702	956
"ENSG00000233501.1"	2	0	0
"ENSG00000143466.9"	2090	901	1253
"ENSG00000162888.4"	1	3	5
"ENSG00000261000.1"	90	17	35
"ENSG00000136653.15"	12735	4771	7169
"ENSG00000234981.1"	13	8	4
"ENSG00000143486.11"	807	449	724
"ENSG00000237605.1"	1	0	1
"ENSG00000143479.11"	128	118	151
"ENSG00000252853.1"	0	1	1
"ENSG00000162889.6"	2256	1132	1691
"ENSG00000224114.1"	16	141	80
"ENSG00000199349.1"	3	0	1
"ENSG00000136634.5"	10	9	15
"ENSG00000142224.11"	2	4	4
"ENSG00000162891.6"	3	0	1
"ENSG00000162892.11"	8	3	2
"ENSG00000162894.7"	2966	976	1485
"ENSG00000271680.1"	1	3	0
"ENSG00000226945.1"	1	3	2
"ENSG00000162896.5"	28	10	13
"ENSG00000162897.10"	6	4	4
"ENSG00000182795.12"	70	37	41
"ENSG00000238401.1"	2	4	2
"ENSG00000180667.6"	10803	9512	12479
"ENSG00000123836.10"	1394	900	1156
"ENSG00000123843.8"	9	5	10
"ENSG00000123838.6"	150	98	148
"ENSG00000226565.1"	1	1	1
"ENSG00000224462.2"	1	2	0
"ENSG00000243636.1"	0	0	0
"ENSG00000232621.1"	1	1	0
"ENSG00000237074.1"	0	3	3
"ENSG00000196352.9"	8151	5561	7549
"ENSG00000117322.12"	214	116	197
"ENSG00000203710.6"	8429	5218	7363
"ENSG00000253044.1"	8	10	13
"ENSG00000236911.2"	0	2	1
"ENSG00000197721.12"	367	302	399
"ENSG00000244703.3"	30	34	37
"ENSG00000226289.1"	11	3	3
"ENSG00000117335.14"	18674	12652	16037
"ENSG00000234219.1"	266	69	164
"ENSG00000203709.5"	15542	5346	7628
"ENSG00000226202.2"	1	4	2
"ENSG00000174059.12"	14	11	4
"ENSG00000076356.6"	707	360	457
"ENSG00000226843.1"	2	0	0
"ENSG00000261453.1"	0	2	0
"ENSG00000259815.1"	0	0	0
"ENSG00000227887.1"	1	0	1
"ENSG00000232812.1"	0	1	1
"ENSG00000236950.1"	0	1	0
"ENSG00000232537.1"	0	1	1
"ENSG00000228081.2"	2	2	3
"ENSG00000224540.1"	4	1	3
"ENSG00000225712.1"	0	2	0
"ENSG00000227940.1"	0	0	3
"ENSG00000231648.1"	5	2	1
"ENSG00000230937.5"	6	3	3
"ENSG00000224260.2"	0	4	4
"ENSG00000008118.5"	7	3	2
"ENSG00000196878.8"	44	28	32
"ENSG00000264831.1"	0	0	0
"ENSG00000227591.1"	21	14	22
"ENSG00000123689.5"	76	31	46
"ENSG00000117594.5"	7	6	13
"ENSG00000236136.1"	4	0	1
"ENSG00000009790.10"	10451	4218	6219
"ENSG00000162757.3"	76	47	70
"ENSG00000117595.6"	39	13	28
"ENSG00000232222.1"	0	0	0
"ENSG00000117597.13"	1133	651	919
"ENSG00000143469.12"	5	10	6
"ENSG00000203706.4"	1	6	6
"ENSG00000082497.7"	7	9	5
"ENSG00000228110.3"	1	3	6
"ENSG00000233455.2"	0	3	2
"ENSG00000054392.8"	304	139	174
"ENSG00000200972.1"	0	1	0
"ENSG00000270936.1"	1	0	1
"ENSG00000143473.7"	7	10	11
"ENSG00000224668.1"	2	8	8
"ENSG00000234233.1"	0	4	1
"ENSG00000234004.3"	3	2	0
"ENSG00000223562.1"	0	0	0
"ENSG00000226986.3"	0	1	6
"ENSG00000221488.1"	1	0	0
"ENSG00000117625.9"	3477	1978	2909
"ENSG00000082512.10"	2918	1557	2491
"ENSG00000153363.8"	72	40	62
"ENSG00000236809.2"	12	9	17
"ENSG00000261252.1"	8	4	4
"ENSG00000238137.2"	10	3	4
"ENSG00000198570.5"	5	12	7
"ENSG00000223649.1"	0	1	1
"ENSG00000170385.9"	1704	1038	1239
"ENSG00000261314.1"	7	6	4
"ENSG00000228792.2"	2	0	0
"ENSG00000227764.1"	1	1	0
"ENSG00000222080.1"	0	1	3
"ENSG00000224763.1"	3	1	3
"ENSG00000117650.8"	12	13	11
"ENSG00000231057.3"	6	7	3
"ENSG00000226868.1"	2	0	1
"ENSG00000123684.8"	9521	6652	9047
"ENSG00000241395.2"	59	35	54
"ENSG00000212205.1"	0	1	0
"ENSG00000229258.1"	13	2	7
"ENSG00000233626.2"	0	3	2
"ENSG00000143493.8"	904	457	801
"ENSG00000212187.1"	0	0	0
"ENSG00000143476.13"	66	55	63
"ENSG00000220749.3"	7	32	20
"ENSG00000264358.1"	1	0	0
"ENSG00000252879.1"	0	2	1
"ENSG00000229983.1"	0	0	2
"ENSG00000226251.1"	5	2	3
"ENSG00000066027.7"	5212	3109	4365
"ENSG00000230063.1"	273	142	213
"ENSG00000234915.1"	13	2	8
"ENSG00000225338.1"	3	7	3
"ENSG00000201544.1"	73	44	72
"ENSG00000229832.1"	122	98	118
"ENSG00000065600.8"	601	396	503
"ENSG00000117691.5"	185	121	135
"ENSG00000224535.1"	1	2	0
"ENSG00000228067.1"	4	1	0
"ENSG00000260805.1"	2	0	8
"ENSG00000162772.12"	75	20	57
"ENSG00000264590.1"	0	0	0
"ENSG00000235862.2"	5	2	5
"ENSG00000162771.6"	4	5	2
"ENSG00000226036.1"	0	0	0
"ENSG00000237980.1"	17	13	13
"ENSG00000123685.4"	84	59	96
"ENSG00000207491.1"	0	0	0
"ENSG00000117697.10"	1259	894	1259
"ENSG00000203705.6"	736	448	628
"ENSG00000236905.2"	4	2	3
"ENSG00000185523.6"	2	6	4
"ENSG00000198468.3"	152	68	104
"ENSG00000235182.1"	0	0	1
"ENSG00000236317.1"	12	6	15
"ENSG00000162769.8"	1138	786	1052
"ENSG00000143494.11"	21	14	17
"ENSG00000174606.8"	3158	2340	3172
"ENSG00000136643.7"	1423	940	1226
"ENSG00000228646.3"	0	0	0
"ENSG00000225233.1"	2	0	0
"ENSG00000221026.1"	0	0	0
"ENSG00000228255.1"	0	1	0
"ENSG00000230461.4"	8	15	20
"ENSG00000117707.11"	9	13	13
"ENSG00000272167.1"	0	1	1
"ENSG00000143499.9"	1160	860	1122
"ENSG00000228470.1"	0	0	0
"ENSG00000152104.7"	26	32	33
"ENSG00000213036.3"	2	6	1
"ENSG00000215819.3"	1	2	2
"ENSG00000117724.8"	175	120	150
"ENSG00000250536.1"	2	9	9
"ENSG00000224584.2"	0	0	1
"ENSG00000185221.6"	0	0	0
"ENSG00000223869.1"	0	0	0
"ENSG00000082482.9"	3	4	4
"ENSG00000232809.1"	1	1	1
"ENSG00000136636.8"	291	188	247
"ENSG00000042781.8"	13	25	14
"ENSG00000202498.1"	1	0	0
"ENSG00000229242.1"	0	0	0
"ENSG00000233620.1"	2	0	0
"ENSG00000236292.1"	0	0	1
"ENSG00000226013.1"	0	0	0
"ENSG00000196482.12"	7	18	8
"ENSG00000092978.6"	1031	811	1029
"ENSG00000229841.1"	0	3	4
"ENSG00000162814.6"	8	3	5
"ENSG00000234070.1"	0	1	0
"ENSG00000228247.1"	4	4	2
"ENSG00000231814.2"	2	1	1
"ENSG00000230714.1"	0	0	0
"ENSG00000232100.1"	2	0	1
"ENSG00000201493.1"	0	0	0
"ENSG00000067533.5"	597	382	525
"ENSG00000229016.1"	0	1	0
"ENSG00000223375.1"	4	6	2
"ENSG00000232480.1"	1	2	1
"ENSG00000092969.7"	22	2	10
"ENSG00000228208.2"	3	0	2
"ENSG00000212610.1"	0	0	0
"ENSG00000226693.1"	0	0	0
"ENSG00000225561.1"	0	0	0
"ENSG00000228063.1"	32	17	26
"ENSG00000143353.7"	1271	781	1185
"ENSG00000225920.2"	0	4	2
"ENSG00000223842.1"	1	1	2
"ENSG00000228536.1"	1	2	3
"ENSG00000230024.1"	0	1	1
"ENSG00000238232.1"	1	1	0
"ENSG00000215817.3"	10	17	14
"ENSG00000252240.1"	0	0	0
"ENSG00000196660.6"	9	6	10
"ENSG00000252086.1"	0	0	0
"ENSG00000221673.1"	0	0	0
"ENSG00000136628.13"	2623	1547	2174
"ENSG00000238798.1"	15	1	3
"ENSG00000162813.13"	391	366	469
"ENSG00000067704.8"	1642	1091	1450
"ENSG00000207590.1"	0	0	0
"ENSG00000207624.1"	0	0	0
"ENSG00000238576.1"	3	2	2
"ENSG00000232134.1"	8	3	5
"ENSG00000118873.11"	3401	2288	3264
"ENSG00000222370.1"	26	13	11
"ENSG00000270585.1"	0	1	0
"ENSG00000270708.1"	1	0	0
"ENSG00000218283.2"	68	52	52
"ENSG00000213033.4"	61	43	69
"ENSG00000230318.2"	0	6	2
"ENSG00000232883.1"	0	0	0
"ENSG00000226927.1"	2	0	2
"ENSG00000260505.1"	2	2	4
"ENSG00000224867.2"	0	0	0
"ENSG00000235163.2"	1	0	0
"ENSG00000234863.1"	0	0	0
"ENSG00000226226.1"	0	0	2
"ENSG00000231529.1"	0	1	3
"ENSG00000116141.11"	12	8	11
"ENSG00000243872.2"	0	1	0
"ENSG00000233012.2"	4	3	3
"ENSG00000225782.1"	4	0	0
"ENSG00000162817.6"	73	51	58
"ENSG00000117791.11"	37	14	24
"ENSG00000186205.8"	1603	931	1430
"ENSG00000221571.2"	20	7	10
"ENSG00000272823.1"	3	1	0
"ENSG00000238078.1"	44	12	21
"ENSG00000257551.1"	29	13	23
"ENSG00000136630.11"	978	338	563
"ENSG00000226211.1"	0	1	0
"ENSG00000234754.1"	0	1	2
"ENSG00000232436.1"	0	0	2
"ENSG00000227585.2"	2	3	1
"ENSG00000143507.13"	461	245	390
